"page_url","title","cook_time","description","recipe_instructions","image_url","recipe_ingredients","prep_time","servings","total_time","current_timestamp"
"https://www.allrecipes.com/recipe/241074/easy-garlic-kale/","Easy Garlic Kale","8 min","A deliciously quick and easy recipe for kale sauteed with sizzling minced garlic that will even have the kale-haters in the family asking for more.","Soak kale leaves in a large bowl of water until dirt and sand begin to fall to the bottom, about 2 minutes. Lift kale from the bowl without drying the leaves and immediately remove and discard stems. Chop the kale leaves into 1-inch pieces; Heat olive oil in a large skillet over medium heat; cook and stir garlic until sizzling, about 1 minute. Add kale to the skillet and place a cover over the top; Cook, stirring occasionally with tongs, until kale is bright green and slightly tender, 5 to 7 minutes.","https://www.allrecipes.com/thmb/bOB1hW9jUibQ6Y36azS-xRqE2FQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/305-Easy-Garlic-Kale-ddmfs-4x3-3910-49bdd9f639534a28a6ff1ad418b53370.jpg","1 bunch kale, 1 tablespoon olive oil, 1 teaspoon minced garlic","7 min","4","15 min","2022-12-17T18:13:39Z"
"https://www.allrecipes.com/recipe/229692/easy-sweet-potato-casserole/","Easy Sweet Potato Casserole","50 min","This easy sweet potato recipe is a holiday classic of mashed sweet potatoes flavored with cinnamon and brown sugar, topped with toasted marshmallows.","Place sweet potatoes in a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes; drain; Preheat the oven to 375 degrees F (190 degrees C). Grease a deep casserole dish; Mash potatoes with a potato masher in a bowl until no large lumps remain. Stir in both sugars, cinnamon, and butter until well combined, then transfer to the prepared casserole dish. Cover with a layer of miniature marshmallows; Bake in the preheated oven until marshmallows are browned, about 30 minutes.","https://www.allrecipes.com/thmb/6h54NbvqL_DpezLBcldJwaWZ5Vs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/971652-easy-sweet-potato-casserole-My-Hot-Southern-Mess-4x3-1-5b6715b23b2c4d7289ed601d77ac7b39.jpg","6 large sweet potatoes, peeled and cut into chunks, 1 cup white sugar, 0.5 cup brown sugar, 2 tablespoons ground cinnamon, 1 tablespoon butter, softened, 1 cup miniature marshmallows, or as needed","10 min","10","60 min","2022-12-17T18:13:40Z"
"https://www.allrecipes.com/recipe/241308/fresh-raspberry-sauce/","Fresh Raspberry Sauce","5 min","This raspberry sauce recipe by Chef John is easy to make, refreshingly delicious, and perfect for topping ice cream, cheesecake, or chocolate cake!","Combine raspberries, sugar, water, and lemon juice in a saucepan over medium heat; cook and stir until raspberries break down, sugar dissolves, and sauce is heated through, 3 to 7 minutes; Press sauce through a fine-mesh strainer to remove seeds. Cool to room temperature; cover with plastic wrap and refrigerate until chilled, at least 45 minutes.","https://www.allrecipes.com/thmb/19H4V5ToXC8NmcIWeg2nHq8kP8E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2063248-f49cf357f5bf4b00be88795ec597ade1.jpg","1.5 pounds fresh raspberries, 0.25 cup white sugar, 1 tablespoon water, or as needed, 2 teaspoons lemon juice, or more to taste","5 min","12","55 min","2022-12-17T18:13:40Z"
"https://www.allrecipes.com/recipe/82768/lauras-quick-slow-cooker-turkey-chili/","Laura&#39;s Quick Slow Cooker Turkey Chili","240 min","This is an easy crockpot turkey chili recipe you can throw in the slow cooker and forget about until dinner. Zesty flavor meets convenience here.","Heat oil in a skillet over medium heat. Place turkey in the skillet, and cook until evenly brown; drain; Coat the inside of a slow cooker with cooking spray, and mix in turkey, tomato soup, kidney beans, black beans, and onion. Season with chili powder, garlic powder, cumin, red pepper flakes, black pepper, allspice, and salt; Cover, and cook on Low for 8 hours, or on High for 4 hours.","https://www.allrecipes.com/thmb/PZFnlhnY-QkgepTA410E83cf7m4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1009122-fa8d56db99f947488c72864c6f067d95.jpg","1 tablespoon vegetable oil, 1 pound ground turkey, cooking spray, 2 (10.75 ounce) cans low sodium tomato soup, 2 (15 ounce) cans kidney beans, drained, 1 (15 ounce) can black beans, drained, 0.5 medium onion, chopped, 2 tablespoons chili powder, 0.5 tablespoon garlic powder, 0.5 tablespoon ground cumin, 1 teaspoon red pepper flakes, 1 pinch ground black pepper, 1 pinch ground allspice, salt to taste","15 min","8","255 min","2022-12-17T18:13:41Z"
"https://www.allrecipes.com/recipe/14452/green-salad/","Green Salad","15 min","This green salad is hearty, vibrant, and easy to make. With assorted greens, veggies, and deli meat — this versatile salad is a meal in itself!","Place onion and bell pepper in a microwave-safe bowl; heat in microwave on high until soft, about 1 to 2 minutes. Set aside to cool; Combine onion, bell pepper, salad greens, deli meat, and tomato in a large salad bowl. Sprinkle with onion powder, garlic powder, salt, and black pepper; toss well to mix; Pour on salad dressing; toss well and serve.","https://www.allrecipes.com/thmb/2vdjcjd3OjHK8JcYrXWoMbrA_g4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-14452-GreenSalad-0025-4x3-1-7c57ab1a097e4fcf832a59405b15afb2.jpg","0.5 cup chopped onion, 0.5 cup chopped green bell pepper, 2 (10 ounce) packages mixed salad greens, 4 thinly sliced chicken deli meat, chopped, 1 tomato, chopped, 0.25 teaspoon onion powder, 3 dashes garlic powder, 2 pinches salt and ground black pepper to taste, 3 tablespoons balsamic vinaigrette salad dressing","15 min","8","30 min","2022-12-17T18:13:41Z"
"https://www.allrecipes.com/recipe/18249/baked-sweet-potatoes/","Baked Sweet Potatoes","60 min","This baked sweet potato recipe is easy to make and uses a simple seasoning of oregano, salt, and pepper to make a quick, family-friendly side dish.","Preheat the oven to 350 degrees F (175 degrees C). Coat the bottom of a glass or nonstick baking dish with olive oil, just enough to coat; Wash and peel sweet potatoes; cut into medium pieces. Place in the baking dish and stir to coat with olive oil. Sprinkle with oregano, salt, and pepper; Bake in the preheated oven until soft and fork-tender, about 1 hour.","https://www.allrecipes.com/thmb/JzuipWRT68GPSMcgXCUy3adgAQU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/18249-Baked-Seet-Potatoes-ddmfs-1x1.5180-7be49ec63b1545fda5f6b73449a4694f.jpg","2 tablespoons olive oil, 3 large sweet potatoes, 2 pinches dried oregano, 2 pinches salt, 2 pinches ground black pepper","5 min","4","65 min","2022-12-17T18:13:42Z"
"https://www.allrecipes.com/recipe/34450/italian-seasoning-i/","Italian Seasoning","","This homemade Italian seasoning is made with a blend of herbs and spices and is super easy to throw together. Use it for all your seasoning needs!","Combine basil, oregano, rosemary, marjoram, cilantro, thyme, savory, and red pepper flakes in a food processor. Blend for 1 minute, or until desired consistency is achieved.","https://www.allrecipes.com/thmb/huwxCxRRakc6YudAuqcIYLds098=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/34450-ItalianSeasoningi-ddmfs-4X3-0372-67b1300d4dbe4462a06f64d8a3f9822b.jpg","2 tablespoons dried basil, 2 tablespoons dried oregano, 2 tablespoons dried rosemary, 2 tablespoons dried marjoram, 2 tablespoons dried cilantro, 2 tablespoons dried thyme, 2 tablespoons dried savory, 2 tablespoons red pepper flakes","5 min","10","5 min","2022-12-17T18:13:43Z"
"https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/","Fruit and Yogurt Smoothie","","This yogurt smoothie recipe blends strawberries, banana, pineapple juice, orange juice, and plain yogurt together for a delicious, refreshing drink.","Combine strawberries, banana, yogurt, pineapple juice, sugar, orange juice, and milk in a blender; blend until smooth.","https://www.allrecipes.com/thmb/nXTnAdimMBtkQieZhloU45cM1V0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/441727-fruit-and-yogurt-smoothie-Alberta-Rose-4x3-1-aa04390dac11483aaeeec142dff1f6c7.jpg","1 cup strawberries, 1 banana, 0.5 cup yogurt, 0.25 cup pineapple juice, 1.5 teaspoons white sugar, 1 teaspoon orange juice, 1 teaspoon milk","5 min","2","5 min","2022-12-17T18:13:43Z"
"https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/","Strawberry Oatmeal Breakfast Smoothie","","This oatmeal smoothie has a deep pink color and a rich, creamy texture. It&#39;s fast, filling, and delicious — perfect for a quick on-the-go breakfast!","Blend soy milk, oats, strawberries, and banana in a blender until smooth. Add sugar and vanilla and blend again until smooth; Pour into glasses and serve.","https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg","1 cup soy milk, 0.5 cup rolled oats, 14 frozen strawberries, 1 banana, broken into chunks, 1.5 teaspoons white sugar, 0.5 teaspoon vanilla extract","5 min","2","5 min","2022-12-17T18:13:44Z"
"https://www.allrecipes.com/recipe/235932/brazilian-grilled-pineapple/","Brazilian Grilled Pineapple","10 min","These delicious grilled pineapple slices are coated in a simple mix of brown sugar and cinnamon to create this Brazilian steakhouse favorite.","Preheat an outdoor grill for medium-high heat and lightly oil the grate; Whisk brown sugar and cinnamon together in a bowl; transfer into a large resealable plastic bag. Add pineapple wedges to the bag; shake well to coat each wedge; Grill pineapple wedges on the preheated grill until heated through, 3 to 5 minutes per side.","https://www.allrecipes.com/thmb/x-lTXW1vHrvmUyrrkr_T3hs93rc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/235932-brazilian-grilled-pineapple-4x3-00066-3632fd51d21e4e7ca3d5f9fa134c3b60.jpg","1 cup brown sugar, 2 teaspoons ground cinnamon, 1 pineapple - peeled, cored, and cut into 6 wedges","10 min","6","20 min","2022-12-17T18:13:44Z"
"https://www.allrecipes.com/recipe/33118/german-potato-pancakes/","German Potato Pancakes","25 min","These German potato pancakes are made with shredded potatoes and onion. They make a tasty side and a great savory alternative to regular pancakes.","Beat eggs, flour, baking powder, salt, and pepper together in a large bowl; stir in potatoes and onion; Heat oil in a large skillet over medium heat. Drop heaping tablespoonfuls of potato mixture into hot oil in batches. Press to flatten. Cook until browned and crisp, about 3 minutes on each side. Transfer to a paper towel-lined plate to drain. Repeat with remaining potato mixture.","https://www.allrecipes.com/thmb/2rahURk_noJX3jrRtcGNaYON90o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3379636-e15a579324d34f9aa062132e8555f2e0.jpg","2 large eggs, 2 tablespoons all-purpose flour, 0.25 teaspoon baking powder, 0.5 teaspoon salt, 0.25 teaspoon pepper, 6 medium potatoes, peeled and shredded, 0.5 cup finely chopped onion, 0.25 cup vegetable oil","20 min","6","45 min","2022-12-17T18:13:45Z"
"https://www.allrecipes.com/recipe/44975/easy-pizza-sauce-iii/","Easy Pizza Sauce","","An easy pizza sauce that doesn&#39;t require cooking so it&#39;s quick to make and tastes fresh and delicious. Mix tomato sauce with seasoning and it&#39;s ready.","Mix together tomato sauce and tomato paste in a medium bowl until smooth. Stir in oregano, garlic, and paprika.","https://www.allrecipes.com/thmb/KXxXbNC5yDA2bEt-AxgWLvQSFrw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/581951-easy-pizza-sauce-Alberta-Rose-1x1-1-1d42b81ae6b84892b6c65352f5d2476e.jpg","1 (15 ounce) can tomato sauce, 1 (6 ounce) can tomato paste, 1 tablespoon ground oregano, 1.5 teaspoons dried minced garlic, 1 teaspoon ground paprika","5 min","24","5 min","2022-12-17T18:13:46Z"
"https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/","Spinach and Banana Power Smoothie","","This vegan banana spinach smoothie provides a dairy-free and protein-rich pick-me-up that tastes delicious. It&#39;s easy to blend and take anywhere.","Blend soy milk and spinach together in a blender until smooth. Add banana and pulse until thoroughly blended.","https://www.allrecipes.com/thmb/7fxIkXzDquL8VytxAU0wlEf-OuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548861-9766946c2ba1471ca2c8cc51afe1c18b.jpg","1 cup plain soy milk, 0.75 cup packed fresh spinach leaves, 1 large banana, sliced","10 min","1","10 min","2022-12-17T18:13:46Z"
"https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/","Basic Fruit Smoothie","","A tasty fruit smoothie recipe with strawberries, banana, peaches, fruit juice, and ice. Feel free to experiment with your favorite fruits!","Combine strawberries, peaches, and banana in a blender; blend until smooth. Add ice and pour in juice; blend again to desired consistency.","https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg","1 quart strawberries, hulled, 2 fresh peaches - peeled, pitted, and sliced, 1 banana, broken into chunks, 2 cups ice, 1 cup orange-peach-mango juice","10 min","4","10 min","2022-12-17T18:13:47Z"
"https://www.allrecipes.com/recipe/11839/arrabbiata-sauce/","Arrabbiata Sauce","20 min","Arrabbiata sauce is a spicy, Italian, tomato-based sauce for pasta. In this easy recipe — a sizeable jolt of crushed red pepper revs up the heat!","Heat oil in a large skillet or saucepan over medium heat. Add onion and garlic; cook and stir until softened, about 5 minutes; Stir in diced tomatoes, wine, tomato paste, sugar, basil, lemon juice, red pepper flakes, Italian seasoning, and black pepper; bring to a boil. Reduce heat to medium and simmer, uncovered, for about 15 minutes; Stir in parsley. Ladle sauce over hot cooked pasta of your choice.","https://www.allrecipes.com/thmb/2fTZvcZJV8CtuzibWZpAc_qbG3M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11839-ArrabbiataSauce-ddmfs-1X1-0875-a7bf49fd24364e1aa814b9ee27a9d0fb.jpg","1 teaspoon olive oil, 1 cup chopped onion, 4 cloves garlic, minced, 2 (14.5 ounce) cans peeled and diced tomatoes, 0.375 cup red wine, 2 tablespoons tomato paste, 1 tablespoon white sugar, 1 tablespoon chopped fresh basil, 1 tablespoon lemon juice, 1 teaspoon crushed red pepper flakes, 0.5 teaspoon Italian seasoning, 0.25 teaspoon ground black pepper, 2 tablespoons chopped fresh parsley","15 min","6","35 min","2022-12-17T18:13:48Z"
"https://www.allrecipes.com/recipe/21455/quick-pasta-sauce/","Quick Pasta Sauce","25 min","This easy pasta sauce made with canned crushed tomatoes, fresh garlic, and dried basil is super quick to prep and cooks in less than 30 minutes!","Heat oil in a large skillet over low heat; add garlic and sauté until tender, about 2 minutes; Stir in crushed tomatoes, basil, salt, and pepper. Simmer, stirring occasionally, until slightly thickened, 15 to 20 minutes. Serve immediately.","https://www.allrecipes.com/thmb/2sP9NgFbXpMenLjoIBmIcAuOvhE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/quick-pasta-sauce-2000-2667ab14e8214e16afabe28527a632d3.jpg","2 tablespoons olive oil, 3 cloves garlic, minced, 1 (28 ounce) can crushed tomatoes, 1 teaspoon dried basil, salt and pepper to taste","5 min","6","30 min","2022-12-17T18:13:49Z"
"https://www.allrecipes.com/recipe/74749/fideo/","Fideo","20 min","This fideo recipe is easily made with toasted pasta simmered in a tomato sauce seasoned with cumin, garlic, and chili powder for a tasty side dish.","Heat oil in a saucepan over medium-high heat. Add fideo; cook and stir until browned; Add 1 cup water and 1/2 of the tomato sauce to fideo. Season with chili powder, cumin, and garlic salt; stir to blend. Bring to a boil and cook until liquid has almost evaporated; Stir in remaining 1/2 cup water and remaining tomato sauce. Cover and cook over medium heat until fideo is tender and sauce thickens, about 10 minutes.","https://www.allrecipes.com/thmb/CIazOBq7iJSFEPu-ml_XjGgZDVM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7540314-32ec91bb3d6a455daab010cd44cadc0f.jpg","2 tablespoons vegetable oil, 1 (8 ounce) package fideo pasta, 1.5 cups water, divided, 1 (8 ounce) can tomato sauce, divided, 1 tablespoon chili powder, 0.5 teaspoon ground cumin, 0.5 teaspoon garlic salt","10 min","4","30 min","2022-12-17T18:13:49Z"
"https://www.allrecipes.com/recipe/8847/baked-honey-mustard-chicken/","Baked Honey Mustard Chicken","40 min","This honey mustard chicken is a quick and easy baked chicken breast recipe full of flavor from a tangy-sweet honey mustard glaze with dried herbs.","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish with cooking spray; Season chicken breasts with salt and pepper. Place in the prepared baking dish; Combine honey, mustard, basil, paprika, and parsley in a small bowl; mix well. Pour 1/2 of the honey mustard mixture over chicken and brush to cover; Bake in the preheated oven for 30 minutes. Turn chicken pieces over and brush with remaining honey mustard mixture. Continue baking until chicken is no longer pink and juices run clear, 10 to 15 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C); Let cool 10 minutes before serving.","https://www.allrecipes.com/thmb/J38RlGmBzkahtIINcLI0twikcXU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2286111-baked-honey-mustard-chicken-John-1x1-1-75d7c0f0506140eabc5855fe1b3bfa4c.jpg","cooking spray, 6 skinless, boneless chicken breast halves, salt and pepper to taste, 0.5 cup honey, 0.5 cup prepared mustard, 1 teaspoon dried basil, 1 teaspoon paprika, 0.5 teaspoon dried parsley","15 min","6","65 min","2022-12-17T18:13:50Z"
"https://www.allrecipes.com/recipe/85452/homemade-black-bean-veggie-burgers/","Homemade Black Bean Veggie Burgers","20 min","With this black bean burger recipe, you will never want to eat frozen veggie burgers again. These are a quick, easy, and flavorful vegetarian delight.","Preheat an outdoor grill for high heat. Lightly oil a sheet of aluminum foil with cooking spray; Mash black beans in a medium bowl with a fork until thick and pasty; Finely chop bell pepper, onion, and garlic in a food processor. Stir chopped vegetables into mashed beans; Stir together egg, chili powder, cumin, and chili sauce in a small bowl. Add to the mashed beans and stir to combine. Mix in bread crumbs until the mixture is sticky and holds together. Divide the mixture into four patties and place on the prepared foil; Grill on the preheated grill for about 8 minutes on each side.","https://www.allrecipes.com/thmb/svLyns2aR9H3bnec0SAeek16sw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/85452-Homemade-Black-Bean-Veggie-Burger-ddmfs-103085-1x1-1-e1904681012b48cf81e2ba56a24068c9.jpg","cooking spray, 1 (16 ounce) can black beans, drained and rinsed, 0.5 green bell pepper, cut into 2 inch pieces, 0.5 onion, cut into wedges, 3 cloves garlic, peeled, 1 egg, 1 tablespoon chili powder, 1 tablespoon cumin, 1 teaspoon Thai chili sauce or hot sauce, 0.5 cup bread crumbs","15 min","4","35 min","2022-12-17T18:13:51Z"
"https://www.allrecipes.com/recipe/14033/worlds-greatest-vegetable-broth/","World&#39;s Greatest Vegetable Broth","90 min","This vegan broth is made with caramelized roasted vegetables, fresh parsley, garlic, and black peppercorns for 2 quarts of broth with terrific flavor.","Preheat the oven to 450 degrees F (230 degrees C); Place onions, tomatoes, carrots, bell peppers, and turnips in a large roasting pan; drizzle with olive oil and toss to coat; Roast in the preheated oven, stirring every 15 minutes, until vegetables are tender and onions are caramelized, about 1 hour; Transfer roasted vegetables into a large stockpot. Add celery, parsley, garlic, peppercorns, cloves, and bay leaf. Pour in water and bring to a boil over high heat. Reduce heat to medium-low and simmer, uncovered, until liquid is reduced by half, 20 to 40 minutes; Strain broth into a large bowl, reserving vegetables for another use.","https://www.allrecipes.com/thmb/HaIOedO-L7H8zBy8GYSGNWRlEzA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14033-worlds-greatest-vegtable-broth-ddmfs-3X4-1525-8686d514ed8743a793a33215261f3678.jpg","1.5 pounds sweet onions, peeled and cut into wedges, 1 pound tomatoes, cored and quartered, 1 pound carrots, cut into 1-inch pieces, 1 pound green bell pepper, cut into 1-inch pieces, 0.5 pound turnips, cubed, 2 tablespoons olive oil, 1 pound celery, cut into 1-inch pieces, 1 bunch fresh parsley, chopped, 3 cloves garlic, 6 whole black peppercorns, 3 whole cloves, 1 bay leaf, 1 gallon water","30 min","8","120 min","2022-12-17T18:13:52Z"
"https://www.allrecipes.com/recipe/27252/best-potatoes-youll-ever-taste/","Best Potatoes You&#39;ll Ever Taste","20 min","A simple mayonnaise blend will transform your grilled potatoes into a flavorful cookout sensation!","In a small bowl, mix mayonnaise, garlic, oregano, salt , and pepper. Set aside; Bring a large pot of salted water to a boil. Add potatoes, and cook until almost done, about 10 minutes. Don&#39;t overcook otherwise the potatoes will break apart. Drain, and cool; Preheat oven broiler. Line a baking tray with aluminum foil, and lightly grease the aluminum foil; Arrange potatoes in the prepared baking tray. Spoon the mayonnaise mixture over the potatoes. Broil in the preheated oven until potatoes are tender and mayonnaise mixture is lightly browned, about 10 minutes.","https://www.allrecipes.com/thmb/j-7T7sIa334TIN9uoFYdwajrG0k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Best-Potatoes-Youll-Ever-Taste-a827fec107d44119b8c700f4091408ee.jpg","3 tablespoons mayonnaise, 2 cloves garlic, crushed, 1 teaspoon dried oregano, salt and pepper to taste, 5 potatoes, quartered","10 min","4","30 min","2022-12-17T18:13:52Z"
"https://www.allrecipes.com/recipe/221057/strawberry-cake-filling/","Strawberry Cake Filling","10 min","This strawberry cake filling for cakes, tarts, and pastries is easy to make on the stovetop with frozen strawberries, cornstarch, sugar, and water.","Whisk water and cornstarch together in a large saucepan. Stir in strawberries and sugar; Cook over medium heat until thickened, about 10 minutes. Allow to cool completely before use.","https://www.allrecipes.com/thmb/ZnyhDNoCD5KEUjNgK4ISnodyAG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221057-strawberry-cake-filling-ddmfs-4x3-1-ecaffe5ee52e4e0fa729a24f5597fd90.jpg","1 cup water, 3 tablespoons cornstarch, 2.5 cups frozen strawberries, thawed and cut into bite size pieces, 0.75 cup white sugar","5 min","28","45 min","2022-12-17T18:13:53Z"
"https://www.allrecipes.com/recipe/230396/real-ny-jewish-rye-bread/","Real NY Jewish Rye Bread","35 min","This delicious rye bread recipe is flavored with caraway seeds and sour pickle juice to create a crusty, flavorful loaf of New York-style rye bread.","Place bread flour, rye flour, potato flakes, caraway seeds, demerara sugar, yeast, and sea salt in the bowl of a large stand mixer fitted with the paddle attachment. Turn mixer to low and thoroughly mix dry ingredients. Beat warm water, canola oil, and pickle juice into dry ingredients; Switch to the dough hook attachment and beat until dough is rough and shaggy-looking. Cover bowl with plastic wrap and let rest for exactly 30 minutes; Remove plastic wrap and knead with the dough hook until smooth, firm, and only slightly sticky, 6 to 8 minutes. Turn dough onto a floured work surface and knead until smooth, 1 to 2 more minutes; Form dough into a ball. Lightly oil a large bowl, place the dough in the bowl and turn to coat. Cover the bowl with plastic wrap, set into a warm place, and let rise until nearly double, about 1 hour; Grease a 5x9-inch loaf pan. Turn dough onto a lightly oiled surface, shape into a log, and place into the prepared loaf pan. Cover with a cloth kitchen towel and let rise until top of dough has risen slightly over the top of the pan, 60 to 90 minutes; Place rack in the middle of the oven; preheat the oven to 350 degrees F (175 degrees C); Bake loaf in preheated oven until golden brown and cooked through, about 35 minutes. The internal temperature of the bread should be 190 degrees F (90 degrees C). If loaf browns too quickly, cover loosely with a tent of aluminum foil with the shiny side out. Remove loaf from the pan and cool on a wire rack.","https://www.allrecipes.com/thmb/rBWqpkXxRDJ7tPaHbTZu1og6jR8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7856765-real-ny-jewish-rye-bread-Patti-4x3-1-ea84b22dc1bc4ef59e89694dddcdcc99.jpg","2 cups unbleached bread flour (such as King Arthur®), 1 cup dark rye flour, 3 tablespoons dry potato flakes, 2 tablespoons caraway seeds, 1.5 tablespoons demerara sugar, 2.5 teaspoons instant yeast, 1.5 teaspoons sea salt, 1 cup warm water, 0.25 cup canola oil, 0.25 cup sour pickle juice","20 min","14","205 min","2022-12-17T18:13:53Z"
"https://www.allrecipes.com/recipe/158854/chinese-buffet-green-beans/","&#39;Chinese Buffet&#39; Green Beans","10 min","These Chinese green beans are quickly stir-fried with garlic and tossed with a sweet and savory sauce until tender and lightly crisp for an easy side.","Heat oil in a wok or large skillet over medium-high heat. Stir in garlic; cook until edges begin to brown, about 20 seconds. Add green beans; cook and stir until they begin to soften, about 5 minutes; Stir in oyster sauce, sugar, and soy sauce. Cook and stir until beans have attained the desired degree of tenderness, 2 to 4 minutes.","https://www.allrecipes.com/thmb/agy0Yir5CF5Sfp04hJj--EdmmMQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/253053-993ac87f2f184aa2b2c7780db0f50a03.jpg","1 tablespoon oil, peanut or sesame, 2 cloves garlic, thinly sliced, 1 pound fresh green beans, trimmed, 2 tablespoons oyster sauce, 1 tablespoon white sugar, 2 teaspoons soy sauce","15 min","6","25 min","2022-12-17T18:13:54Z"
"https://www.allrecipes.com/recipe/53729/fish-tacos/","Fish Tacos","20 min","These fish tacos are easily made with fried beer-battered cod, served in crispy corn tortillas with shredded cabbage and a zesty seasoned white sauce.","Make beer batter: Combine flour, cornstarch, baking powder, and salt in a large bowl. Blend beer and egg in a separate bowl, then quickly stir into flour mixture until combined with a few lumps remaining; Make white sauce: Mix together yogurt and mayonnaise in a medium bowl. Gradually stir in fresh lime juice until consistency is slightly runny. Season with jalapeño, capers, cayenne, oregano, cumin, and dill; Start fish tacos: Heat oil in a deep-fryer to 375 degrees F (190 degrees C); Dust fish pieces lightly with flour. Dip into beer batter, then fry in hot oil until crisp and golden brown. Drain on paper towels; Lightly fry tortillas in hot oil until just crisped, but not too crisp. Drain on paper towels; Place fried fish in tortillas; top with shredded cabbage and white sauce.","https://www.allrecipes.com/thmb/PSYGfuqqY6H-PB_-_y-gBzvmNdk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/53729-fish-tacos-1x1-169-1-b7a17908454d4f5caa0f1ab828aac4f0.jpg","1 cup all-purpose flour, 2 tablespoons cornstarch, 1 teaspoon baking powder, 0.5 teaspoon salt, 1 cup beer, 1 egg, 0.5 cup plain yogurt, 0.5 cup mayonnaise, 1 lime, juiced, 1 jalapeno pepper, minced, 1 teaspoon minced capers, 1 teaspoon ground cayenne pepper, 0.5 teaspoon dried oregano, 0.5 teaspoon ground cumin, 0.5 teaspoon dried dill weed, 1 quart oil for frying, 1 pound cod fillets, cut into 2 to 3 ounce portions, 2 tablespoons all-purpose flour, or more as needed, 1 (12 ounce) package corn tortillas, 0.5 medium head cabbage, finely shredded","40 min","8","60 min","2022-12-17T18:13:55Z"
"https://www.allrecipes.com/recipe/14126/country-fried-squash/","Country Fried Squash","15 min","This fried squash recipe is simple comfort food. Fresh butternut squash slices are dipped in batter and fried until golden, fragrant, and delicious!","Whisk milk and egg together in a small bowl. Combine flour, cornmeal, garlic salt, pepper, and salt together in a separate bowl; Heat oil in a deep skillet over medium-high heat; Dip each squash slice into egg mixture, then dredge in flour mixture to coat; Fry coated squash slices in hot oil, a few at a time, until golden brown on both sides.","https://www.allrecipes.com/thmb/2BcPfp9MDKzzgFhL6sqsT5VINB8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9286306-fae333683f4e422b978b70ff919e84f6.jpg","0.5 cup milk, 1 egg, beaten, 0.5 cup all-purpose flour, 0.5 cup cornmeal, 1 pinch garlic salt, 1 pinch ground black pepper, 1 pinch salt, 1 cup oil for frying, 6 pounds butternut squash - peeled, seeded and sliced","25 min","4","40 min","2022-12-17T18:13:55Z"
