"title_name","title_provider","title_provider_location","description","all_logos","all_reviews","website_url","page_url"
"SEOptiks","","USA","Learn about SEOptiks’ prices, subscription cost, and API pricing.
The supported pricing models for SEOptiks’ data are available by getting in contact with them via Datarade.
Get talking to a member of the SEOptiks team to receive custom pricing options,
                information about data subscription fees, and quotes for SEOptiks’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/seoptiks","https://datarade.ai/data-providers/seoptiks/
"
"Affectra","","Canada","Review and buy Affectra’s datasets, effortlessly.
One-time or subscription purchases are charged by overall data point volume of requested signals per area per time period, cumulative rounded to the nearest thousand data point. Rates depend on datasets & billing cycle volume tier.


        The supported pricing models for Affectra’s data are available by getting in contact with them via Datarade.
Affectra offers free samples for individual data requirements.
Get talking to a member of the Affectra team to receive custom pricing options,
                information about data subscription fees, and quotes for Affectra’s data offering tailored to your use case.","","","https://affectra.ai","https://datarade.ai/data-providers/quantumhoodai/
"
"DataClap","","India","Explore DataClap’s datasets, databases, and data feeds.
We charge our services either by the hour or by the task/annotation.
Our hourly charges start at $5.


        DataClap’s APIs and datasets range in cost from $5 / hour to
          $299 / purchase.
DataClap offers free samples for individual data requirements.
Get talking to a member of the DataClap team to receive custom pricing options,
                information about data subscription fees, and quotes for DataClap’s data offering tailored to your use case.","","","https://dataclap.co","https://datarade.ai/data-providers/dataclap/
"
"Otto JS","5.0(3)Verified Data Provider","USA","Explore Otto JS’s datasets, databases, and data feeds.
Pricing is based on data volume, number of data points, number of dimensions and intelligence enrichment processes.
Pricing may also be based on consumption /usage rates and frequency.


        Otto JS’s APIs and datasets range in cost from $0.99 / scan to
          $50,000 / year.
Otto JS offers free samples for individual data requirements.
Get talking to a member of the Otto JS team to receive custom pricing options,
                information about data subscription fees, and quotes for Otto JS’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_3495e1ed242faf25.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_c0061cde6a117633.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_75aa2b0819e0d36f.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_563fc39dce50fedf.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_fc6d5b9ee5991c7c.jpg"" ","Anonymous,Hidden Company; Anonymous,Hidden Company; Anonymous,Hidden Company","https://www.otto-js.com/","https://datarade.ai/data-providers/otto-js/
"
"Snoop","","United Kingdom","Learn about Snoop’s prices, subscription cost, and API pricing.
The supported pricing models for Snoop’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Snoop team to receive custom pricing options,
                information about data subscription fees, and quotes for Snoop’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/snoop","https://datarade.ai/data-providers/snoop/
"
"Zero Trafficking","","USA","Explore Zero Trafficking’s datasets, databases, and data feeds.
Zero Trafficking’s APIs and datasets range in cost from $60,000 / year to
          $100,000 / purchase.
Zero Trafficking offers free samples for individual data requirements.
Get talking to a member of the Zero Trafficking team to receive custom pricing options,
                information about data subscription fees, and quotes for Zero Trafficking’s data offering tailored to your use case.","","","http://www.zerotrafficking.com","https://datarade.ai/data-providers/zero-trafficking/
"
"COREBI Data & Analytics","","Argentina","Learn about COREBI Data & Analytics’ prices, subscription cost, and API pricing.
The supported pricing models for COREBI Data & Analytics’ data are available by getting in contact with them via Datarade.
Get talking to a member of the COREBI Data & Analytics team to receive custom pricing options,
                information about data subscription fees, and quotes for COREBI Data & Analytics’ data offering tailored to your use case.","","","https://corebi.com.ar/en/eng/","https://datarade.ai/data-providers/corebi-data-analytics/
"
"Biz Direct Asia","","Vietnam","Explore Biz Direct Asia’s datasets, databases, and data feeds.
Biz Direct Asia’s APIs and datasets range in cost from $29 / month to
          $5,568 / year.
Biz Direct Asia offers free samples for individual data requirements.
Get talking to a member of the Biz Direct Asia team to receive custom pricing options,
                information about data subscription fees, and quotes for Biz Direct Asia’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/biz-direct-asia","https://datarade.ai/data-providers/biz-direct-asia/
"
"TripleOak","","Portugal","Explore TripleOak’s datasets, databases, and data feeds.
TripleOak’s APIs and datasets start at €447.25.
TripleOak offers free samples for individual data requirements.
Get talking to a member of the TripleOak team to receive custom pricing options,
                information about data subscription fees, and quotes for TripleOak’s data offering tailored to your use case.","","","https://tripleoak.pt/","https://datarade.ai/data-providers/tripleoak/
"
"ABCData","","USA","Learn about ABCData’s prices, subscription cost, and API pricing.
The supported pricing models for ABCData’s data are available by getting in contact with them via Datarade.
Get talking to a member of the ABCData team to receive custom pricing options,
                information about data subscription fees, and quotes for ABCData’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/abcdata","https://datarade.ai/data-providers/abcdata/
"
"KALM:IT","","Slovakia","Learn about KALM:IT’s prices, subscription cost, and API pricing.
The supported pricing models for KALM:IT’s data are available by getting in contact with them via Datarade.
Get talking to a member of the KALM:IT team to receive custom pricing options,
                information about data subscription fees, and quotes for KALM:IT’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/kalm-it","https://datarade.ai/data-providers/kalm-it/
"
"Ecotrek","","Germany","Learn about Ecotrek ’s prices, subscription cost, and API pricing.
The supported pricing models for Ecotrek ’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Ecotrek  team to receive custom pricing options,
                information about data subscription fees, and quotes for Ecotrek ’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/ecotrek","https://datarade.ai/data-providers/ecotrek/
"
"Indiastat.com","","India","Learn about Indiastat.com’s prices, subscription cost, and API pricing.
The supported pricing models for Indiastat.com’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Indiastat.com team to receive custom pricing options,
                information about data subscription fees, and quotes for Indiastat.com’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/indiastat-com","https://datarade.ai/data-providers/indiastat-com/
"
"Samcom Technobrains","","India","Explore Samcom Technobrains’ datasets, databases, and data feeds.
Samcom Technobrains’ APIs and datasets start at $600.
Samcom Technobrains offers free samples for individual data requirements.
Get talking to a member of the Samcom Technobrains team to receive custom pricing options,
                information about data subscription fees, and quotes for Samcom Technobrains’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/samcom-technobrains","https://datarade.ai/data-providers/samcom-technobrains/
"
"NilssonHedge","","Netherlands","Learn about NilssonHedge’s prices, subscription cost, and API pricing.
The supported pricing models for NilssonHedge’s data are available by getting in contact with them via Datarade.
Get talking to a member of the NilssonHedge team to receive custom pricing options,
                information about data subscription fees, and quotes for NilssonHedge’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/nilssonhedge","https://datarade.ai/data-providers/nilssonhedge/
"
"Gaus Data","","China","Explore Gaus Data’s datasets, databases, and data feeds.
The supported pricing models for Gaus Data’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Gaus Data team to receive custom pricing options,
                information about data subscription fees, and quotes for Gaus Data’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_7add597db48a74f0.jpg"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_0c1a3cf45b266a2a.jpeg"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_9889871c1a0f07f0.jpg"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_a73cd3dd8a2eeced.jpg"" ","","https://www.kfd.biz.com","https://datarade.ai/data-providers/gaus-data/"
"Autostrade per l'Italia","","Italy","Learn about Autostrade per l'Italia’s prices, subscription cost, and API pricing.
The supported pricing models for Autostrade per l'Italia’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Autostrade per l'Italia team to receive custom pricing options,
                information about data subscription fees, and quotes for Autostrade per l'Italia’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/autostrade-per-l-italia","https://datarade.ai/data-providers/autostrade-per-l-italia/
"
"Magnus Healthcare Soltuions","","USA","Learn about Magnus Healthcare Soltuions’ prices, subscription cost, and API pricing.
The supported pricing models for Magnus Healthcare Soltuions’ data are available by getting in contact with them via Datarade.
Get talking to a member of the Magnus Healthcare Soltuions team to receive custom pricing options,
                information about data subscription fees, and quotes for Magnus Healthcare Soltuions’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/magnus-healthcare-soltuions","https://datarade.ai/data-providers/magnus-healthcare-soltuions/
"
"Visual Visitor","","USA","Learn about Visual Visitor’s prices, subscription cost, and API pricing.
The supported pricing models for Visual Visitor’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Visual Visitor team to receive custom pricing options,
                information about data subscription fees, and quotes for Visual Visitor’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/visual-visitor","https://datarade.ai/data-providers/visual-visitor/
"
"Venturecap Insights","","Singapore","Explore Venturecap Insights’ datasets, databases, and data feeds.
The supported pricing models for Venturecap Insights’ data are available by getting in contact with them via Datarade.
Get talking to a member of the Venturecap Insights team to receive custom pricing options,
                information about data subscription fees, and quotes for Venturecap Insights’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/venturecap-insights","https://datarade.ai/data-providers/venturecap-insights/
"
"Audience Acuity","","USA","Learn about Audience Acuity’s prices, subscription cost, and API pricing.
The supported pricing models for Audience Acuity’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Audience Acuity team to receive custom pricing options,
                information about data subscription fees, and quotes for Audience Acuity’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/audience-acuity","https://datarade.ai/data-providers/audience-acuity/
"
"MJOY","","Spain","Learn about MJOY’s prices, subscription cost, and API pricing.
The supported pricing models for MJOY’s data are available by getting in contact with them via Datarade.
Get talking to a member of the MJOY team to receive custom pricing options,
                information about data subscription fees, and quotes for MJOY’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/mjoy","https://datarade.ai/data-providers/mjoy/
"
"Octobot","","France","Review and buy Octobot’s datasets, effortlessly.
One time payment per Dataset, Analysis, Report, List.
Get talking to a member of the Octobot team to receive custom pricing options and quotes.


        The supported pricing models for Octobot’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Octobot team to receive custom pricing options,
                information about data subscription fees, and quotes for Octobot’s data offering tailored to your use case.","","","https://www.octocheck.com","https://datarade.ai/data-providers/octobot/
"
"BackTrack Video","","USA","Learn about BackTrack Video’s prices, subscription cost, and API pricing.
The supported pricing models for BackTrack Video’s data are available by getting in contact with them via Datarade.
Get talking to a member of the BackTrack Video team to receive custom pricing options,
                information about data subscription fees, and quotes for BackTrack Video’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/backtrack-video","https://datarade.ai/data-providers/backtrack-video/
"
"Smeshed","","Vietnam","Learn about Smeshed’s prices, subscription cost, and API pricing.
The supported pricing models for Smeshed’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Smeshed team to receive custom pricing options,
                information about data subscription fees, and quotes for Smeshed’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/smeshed","https://datarade.ai/data-providers/smeshed/
"
"Singlespot","","France","Explore Singlespot’s datasets, databases, and data feeds.
The supported pricing models for Singlespot’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Singlespot team to receive custom pricing options,
                information about data subscription fees, and quotes for Singlespot’s data offering tailored to your use case.","","","https://www.singlespot.com","https://datarade.ai/data-providers/singlespot/
"
"Ontario Government","","Canada","Learn about Ontario Government’s prices, subscription cost, and API pricing.
The supported pricing models for Ontario Government’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Ontario Government team to receive custom pricing options,
                information about data subscription fees, and quotes for Ontario Government’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/ontario-government","https://datarade.ai/data-providers/ontario-government/
"
"Gatehouse","","Denmark","Explore Gatehouse’s datasets, databases, and data feeds.
Our price models can be annual, monthly or usage-based all depending on what is included and needed in each solution and use case.


        Gatehouse’s APIs and datasets range in cost from €1 / additional tracks in tiered model to
          €19,800 / year.
Gatehouse offers free samples for individual data requirements.
Get talking to a member of the Gatehouse team to receive custom pricing options,
                information about data subscription fees, and quotes for Gatehouse’s data offering tailored to your use case.","","","https://gatehouse.com/maritime/","https://datarade.ai/data-providers/gatehouse/"
"Doktar","","Turkey","Explore Doktar’s datasets, databases, and data feeds.
The supported pricing models for Doktar’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Doktar team to receive custom pricing options,
                information about data subscription fees, and quotes for Doktar’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_c0937c643913cf7c.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_23df84451721b378.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_af4a0e93141a683e.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_0e6e5a35f2b48b82.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_c9470dcac7fcc91b.png"" ","","https://www.doktar.com","https://datarade.ai/data-providers/Doktar/
"
"TRAK Data","5.0(3)Verified Data Provider","Canada","Explore TRAK Data’s datasets, databases, and data feeds.
TRAK is your partner for world-class marketing data, on-demand AI-driven lookalike models, and omni-channel targeting capabilities. No matter your budget, size or sophistication level, we make it easy to get started using powerful, predictive audiences. Think Canva, but for data.
We offer flexible, pay-as-you-go pricing. Whether you need a one-time audience, prefer an annual license or simply need to append additional data to your CRM file, TRAK can meet your needs.
Our simple and straightforward CPM pricing is a based on the volume of records and data points included.


        The supported pricing models for TRAK Data’s data are One-off purchase, Monthly License, and Yearly License.
TRAK Data offers free samples for individual data requirements.
Get talking to a member of the TRAK Data team to receive custom pricing options,
                information about data subscription fees, and quotes for TRAK Data’s data offering tailored to your use case.","","Anonymous,Hidden Company; Anonymous,Hidden Company; Anonymous,Hidden Company","https://trakdatainc.com/","https://datarade.ai/data-providers/trak-data/
"
"TUKAN","","Mexico","Learn about TUKAN’s prices, subscription cost, and API pricing.
The supported pricing models for TUKAN’s data are available by getting in contact with them via Datarade.
Get talking to a member of the TUKAN team to receive custom pricing options,
                information about data subscription fees, and quotes for TUKAN’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/tukan","https://datarade.ai/data-providers/tukan/
"
"CoRepo","","Switzerland","Learn about CoRepo’s prices, subscription cost, and API pricing.
The supported pricing models for CoRepo’s data are available by getting in contact with them via Datarade.
Get talking to a member of the CoRepo team to receive custom pricing options,
                information about data subscription fees, and quotes for CoRepo’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/corepo","https://datarade.ai/data-providers/corepo/
"
"Financial Modeling Prep","","France","Explore Financial Modeling Prep’s datasets, databases, and data feeds.
Financial Modeling Prep’s APIs and datasets range in cost from $99 / month to
          $900 / year.
Financial Modeling Prep offers free samples for individual data requirements.
Get talking to a member of the Financial Modeling Prep team to receive custom pricing options,
                information about data subscription fees, and quotes for Financial Modeling Prep’s data offering tailored to your use case.","","","https://financialmodelingprep.com/developer/docs","https://datarade.ai/data-providers/financial-modeling-prep/
"
"Adam's Computer World","","USA","Learn about Adam's Computer World’s prices, subscription cost, and API pricing.
Since we are new to this marketplace, we charge for our time. Our rate is $100 per hour. In the future our plan is to charge flat rates for certain data sets.


        The supported pricing models for Adam's Computer World’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Adam's Computer World team to receive custom pricing options,
                information about data subscription fees, and quotes for Adam's Computer World’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_11d921e8966481ff.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_e0d8fe4bbfcdf35a.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_e39aab80a907911a.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_881030b03978673f.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_49c6148d845be9ea.png"" ","","https://adamscomputerworld.com","https://datarade.ai/data-providers/adam-s-computer-world/
"
"Sendburg","5.0(1)Verified Data Provider","USA","Explore Sendburg’s datasets, databases, and data feeds.
Please contact us at sales@send-burg.com


        The supported pricing models for Sendburg’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Sendburg team to receive custom pricing options,
                information about data subscription fees, and quotes for Sendburg’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_56b372f84f69c1b4.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_5a192d1f7edbc5ae.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_6f3f4ed331ffac05.png"" ","Anonymous,Hidden Company","https://www.send-burg.com","https://datarade.ai/data-providers/sendburg/
"
"Urgentem","","United Kingdom","Learn about Urgentem’s prices, subscription cost, and API pricing.
The supported pricing models for Urgentem’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Urgentem team to receive custom pricing options,
                information about data subscription fees, and quotes for Urgentem’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/urgentem","https://datarade.ai/data-providers/urgentem/
"
"EnvAI","","Canada","Explore EnvAI’s datasets, databases, and data feeds.
Annual and monthly subscriptions for data feeds, as well as one-time bulk purchases are available. Please contact us for details.


        EnvAI’s APIs and datasets range in cost from $1,500 / month to
          $25,000 / purchase.
EnvAI offers free samples for individual data requirements.
Get talking to a member of the EnvAI team to receive custom pricing options,
                information about data subscription fees, and quotes for EnvAI’s data offering tailored to your use case.","","","https://envai.ca/home#emissions","https://datarade.ai/data-providers/envai/
"
"Cloud Giant","","Canada","Explore Cloud Giant’s datasets, databases, and data feeds.
Cloud Giant’s APIs and datasets start at $1.
Cloud Giant offers free samples for individual data requirements.
Get talking to a member of the Cloud Giant team to receive custom pricing options,
                information about data subscription fees, and quotes for Cloud Giant’s data offering tailored to your use case.","","","https://cloudgiant.co","https://datarade.ai/data-providers/cloud-giant/
"
"Agrud Technologies","","Singapore","Learn about Agrud Technologies’ prices, subscription cost, and API pricing.
The supported pricing models for Agrud Technologies’ data are available by getting in contact with them via Datarade.
Get talking to a member of the Agrud Technologies team to receive custom pricing options,
                information about data subscription fees, and quotes for Agrud Technologies’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/agrud-technologies","https://datarade.ai/data-providers/agrud-technologies/
"
"Nerai","","Belgium","Learn about Nerai’s prices, subscription cost, and API pricing.
The supported pricing models for Nerai’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Nerai team to receive custom pricing options,
                information about data subscription fees, and quotes for Nerai’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/nerai","https://datarade.ai/data-providers/nerai/
"
"Outscraper","","USA","Explore Outscraper’s datasets, databases, and data feeds.
https://outscraper.com/pricing/


        Outscraper’s APIs and datasets range in cost from $0.01 / record to
          $10 / 1000 leads.
Outscraper offers free samples for individual data requirements.
Get talking to a member of the Outscraper team to receive custom pricing options,
                information about data subscription fees, and quotes for Outscraper’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_13381866987e5006.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_2684a389898e9a64.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_dae6bf9c27f2c069.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_e8ec88ac54b52e5a.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_02abb925a6de56e6.png"" ","","https://outscraper.com","https://datarade.ai/data-providers/outscraper/
"
"Outscraper","","USA","Learn about Outscraper’s prices, subscription cost, and API pricing.
Outscraper has not published pricing information for their data services. This is common practice for data vendors and providers. Contact Outscraper to obtain current pricing.","","","https://datarade.ai/data-providers/outscraper-5e89c5b4-d040-43fd-85d0-a5c3bbd03359","https://datarade.ai/data-providers/outscraper-5e89c5b4-d040-43fd-85d0-a5c3bbd03359/
"
"Netlas.io","","Russia","Explore Netlas.io’s datasets, databases, and data feeds.
Netlas.io Search Engine is free with some limitations right now. We are currently in the alpha-testing stage. Datasets are available on a paid basis.


        Netlas.io’s APIs and datasets range in cost from $690 / purchase to
          $1,000 / purchase.
Netlas.io offers free samples for individual data requirements.
Get talking to a member of the Netlas.io team to receive custom pricing options,
                information about data subscription fees, and quotes for Netlas.io’s data offering tailored to your use case.","","","https://netlas.io","https://datarade.ai/data-providers/netlas/
"
"IPLytics","","USA","Learn about IPLytics’ prices, subscription cost, and API pricing.
The supported pricing models for IPLytics’ data are available by getting in contact with them via Datarade.
Get talking to a member of the IPLytics team to receive custom pricing options,
                information about data subscription fees, and quotes for IPLytics’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/iplytics","https://datarade.ai/data-providers/iplytics/
"
"Newsdata","","India","Learn about Newsdata’s prices, subscription cost, and API pricing.
The supported pricing models for Newsdata’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Newsdata team to receive custom pricing options,
                information about data subscription fees, and quotes for Newsdata’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/newsdata","https://datarade.ai/data-providers/newsdata/
"
"VINchain","","Estonia","Learn about VINchain’s prices, subscription cost, and API pricing.
The supported pricing models for VINchain’s data are available by getting in contact with them via Datarade.
Get talking to a member of the VINchain team to receive custom pricing options,
                information about data subscription fees, and quotes for VINchain’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/vinchain","https://datarade.ai/data-providers/vinchain/
"
"Giant Partners","","USA","Explore Giant Partners’ datasets, databases, and data feeds.
The supported pricing models for Giant Partners’ data are available by getting in contact with them via Datarade.
Get talking to a member of the Giant Partners team to receive custom pricing options,
                information about data subscription fees, and quotes for Giant Partners’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/giant-partners","https://datarade.ai/data-providers/giant-partners/
"
"Findynamics","","Canada","Explore Findynamics’ datasets, databases, and data feeds.
Findynamics’ APIs and datasets range in cost from $39 / 20000 to
          $119 / month.
Get talking to a member of the Findynamics team to receive custom pricing options,
                information about data subscription fees, and quotes for Findynamics’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/findynamics","https://datarade.ai/data-providers/findynamics/
"
"InfobelPro","","Belgium","Explore InfobelPro’s datasets, databases, and data feeds.
InfobelPro’s APIs and datasets range in cost from $250 / purchase to
          €3,000 / year.
InfobelPro offers free samples for individual data requirements.
Get talking to a member of the InfobelPro team to receive custom pricing options,
                information about data subscription fees, and quotes for InfobelPro’s data offering tailored to your use case.","","","https://www.infobelpro.com/","https://datarade.ai/data-providers/infobel/
"
"regulation technologies","","United Kingdom","Explore regulation technologies’ datasets, databases, and data feeds.
The supported pricing models for regulation technologies’ data are Monthly License, Yearly License, and Usage-based.
regulation technologies offers free samples for individual data requirements.
Get talking to a member of the regulation technologies team to receive custom pricing options,
                information about data subscription fees, and quotes for regulation technologies’ data offering tailored to your use case.","","","https://regulationtechnologies.com/","https://datarade.ai/data-providers/regulation-technologies/
"
"BritePool","","USA","Learn about BritePool’s prices, subscription cost, and API pricing.
The supported pricing models for BritePool’s data are available by getting in contact with them via Datarade.
Get talking to a member of the BritePool team to receive custom pricing options,
                information about data subscription fees, and quotes for BritePool’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/britepool","https://datarade.ai/data-providers/britepool/
"
"DriveLine","","USA","Explore DriveLine’s datasets, databases, and data feeds.
We have Small Business & Corporate plans available. For more information, visit https://driveline.ai/pricing


        DriveLine’s APIs and datasets range in cost from $9,999 / month to
          $110,000 / year.
Get talking to a member of the DriveLine team to receive custom pricing options,
                information about data subscription fees, and quotes for DriveLine’s data offering tailored to your use case.","","","https://driveline.ai","https://datarade.ai/data-providers/driveline/
"
"Trounceflow","","United Kingdom","Learn about Trounceflow’s prices, subscription cost, and API pricing.
The supported pricing models for Trounceflow’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Trounceflow team to receive custom pricing options,
                information about data subscription fees, and quotes for Trounceflow’s data offering tailored to your use case.","","","https://datarade.ai/data-providers/trounceflow","https://datarade.ai/data-providers/trounceflow/
"
"London Data Unit","","United Kingdom","Explore London Data Unit’s datasets, databases, and data feeds.
In most cases data is priced based on one time payment per dataset.
However, we can also offer discounts for pre-purchase agreements requiring ongoing periodic updates on a monthly or annual basis.


        London Data Unit’s APIs and datasets range in cost from £1,450 / purchase to
          £1,450 / purchase.
London Data Unit offers free samples for individual data requirements.
Get talking to a member of the London Data Unit team to receive custom pricing options,
                information about data subscription fees, and quotes for London Data Unit’s data offering tailored to your use case.","","","https://londondataunit.com","https://datarade.ai/data-providers/london-data-unit/
"
"Fygen","","Germany","Explore Fygen’s datasets, databases, and data feeds.
Fygen can offer license per POI, per industry or region.
Cost of standard subscription price: EUR1500/POI/month
Cost of industry or region monitoring: Flexible.
Standard subscription duration: 12 months


        The supported pricing models for Fygen’s data are available by getting in contact with them via Datarade.
Fygen offers free samples for individual data requirements.
Get talking to a member of the Fygen team to receive custom pricing options,
                information about data subscription fees, and quotes for Fygen’s data offering tailored to your use case.","","","https://www.fygen.com/","https://datarade.ai/data-providers/fygen/
"
"Mirage","","Turkey","Explore Mirage’s datasets, databases, and data feeds.
The supported pricing models for Mirage’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Mirage team to receive custom pricing options,
                information about data subscription fees, and quotes for Mirage’s data offering tailored to your use case.","","","https://www.mirage.vision/","https://datarade.ai/data-providers/mirage/
"
"Medmonsters","","India","Explore Medmonsters’ datasets, databases, and data feeds.
The supported pricing models for Medmonsters’ data are available by getting in contact with them via Datarade.
Get talking to a member of the Medmonsters team to receive custom pricing options,
                information about data subscription fees, and quotes for Medmonsters’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/medmonsters","https://datarade.ai/data-providers/medmonsters/
"
"MedAnswers","","USA","Learn about MedAnswers’ prices, subscription cost, and API pricing.
The supported pricing models for MedAnswers’ data are available by getting in contact with them via Datarade.
Get talking to a member of the MedAnswers team to receive custom pricing options,
                information about data subscription fees, and quotes for MedAnswers’ data offering tailored to your use case.","","","https://datarade.ai/data-providers/medanswers","https://datarade.ai/data-providers/medanswers/
"
"Insurance DataLab","","United Kingdom","Explore Insurance DataLab’s datasets, databases, and data feeds.
The supported pricing models for Insurance DataLab’s data are available by getting in contact with them via Datarade.
Get talking to a member of the Insurance DataLab team to receive custom pricing options,
                information about data subscription fees, and quotes for Insurance DataLab’s data offering tailored to your use case.","https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_fe40f99761bbeec8.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_f4975f6684dc253e.png"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_7eb2e43f74d8bbc9.jpeg"" ; https://datarade.ams3.cdn.digitaloceanspaces.com/images/production/vendor_credibility_attachment/_8441e65dbba8bad9.png"" ","","https://www.insurancedatalab.com","https://datarade.ai/data-providers/insurance-datalab/
"
"ESG Data & Solutions","","India","Learn about ESG Data & Solutions’ prices, subscription cost, and API pricing.
The supported pricing models for ESG Data & Solutions’ data are available by getting in contact with them via Datarade.
Get talking to a member of the ESG Data & Solutions team to receive custom pricing options,
                information about data subscription fees, and quotes for ESG Data & Solutions’ data offering tailored to your use case.","","","https://www.esgds.io","https://datarade.ai/data-providers/esg-data-solutions/
"
